City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
353,tadine,-21.55,167.8833,26.65,83,92,5.17,NC,1713915334
354,grand falls-windsor,48.9332,-55.6649,2.67,66,16,2.96,CA,1713915336
355,santo antonio,-6.3106,-35.4789,24.54,92,93,2.86,BR,1713915336
356,fort bragg,35.139,-79.006,21.32,30,0,5.14,US,1713915336
357,rio preto da eva,-2.6994,-59.6997,24.21,98,100,0.54,BR,1713915337
358,saipan,15.1355,145.701,31.39,62,40,7.72,MP,1713915339
359,hilo,19.7297,-155.09,27.93,79,40,5.66,US,1713915339
360,mugumu,-1.85,34.7,16.75,97,91,0.87,TZ,1713915342
361,newport,51.5877,-2.9984,9.3,77,49,1.13,GB,1713915078
362,westerstede,53.25,7.9333,4.53,90,100,4.55,DE,1713915344
363,nagqu,31.5,92.0,-1.37,54,98,0.61,CN,1713915345
364,harran,36.86,39.0314,20.84,34,43,3.26,TR,1713915346
365,el reno,35.5323,-97.955,27.1,43,0,3.09,US,1713915347
366,okhotsk,59.3833,143.3,-1.11,93,100,1.57,RU,1713915349
367,taber,49.8167,-112.1518,19.0,14,17,3.09,CA,1713915215
368,nova lima,-19.9856,-43.8467,25.54,70,0,2.06,BR,1713915352
369,pingliang,35.5392,106.6861,13.57,35,38,1.06,CN,1713915353
370,sao vicente,-23.9631,-46.3919,31.1,26,0,1.92,BR,1713915358
371,polyarnyye zori,67.3661,32.4981,-0.01,99,100,2.77,RU,1713915359
372,tevriz,57.509,72.4042,-7.39,70,8,2.81,RU,1713915359
373,havelian,34.0536,73.1657,16.57,55,22,3.82,PK,1713915361
374,castillos,-34.1667,-53.8333,14.25,92,39,3.39,UY,1713915154
375,hailey,43.5196,-114.3153,19.07,19,0,4.63,US,1713915362
376,asubulaq,49.5583,83.0558,1.52,59,25,2.51,KZ,1713915362
377,yamada,39.4667,141.95,8.4,88,100,3.1,JP,1713915364
378,shingu,33.7333,135.9833,16.3,97,100,6.64,JP,1713915365
379,ad dabbah,18.05,30.95,28.17,10,3,4.27,SD,1713915367
380,port blair,11.6667,92.75,27.02,89,20,1.03,IN,1713915367
381,oranjemund,-28.55,16.4333,14.67,94,83,2.31,NA,1713915367
382,adrar,20.5022,-10.0711,28.29,15,3,3.51,MR,1713915368
383,pedregulho,-20.2569,-47.4767,19.28,58,13,1.13,BR,1713915370
384,tolga,34.7222,5.3785,19.45,40,25,7.43,DZ,1713915371
385,hun,29.1268,15.9477,17.37,49,99,2.95,LY,1713915373
386,swakopmund,-22.6833,14.5333,14.47,90,38,2.76,NA,1713915376
387,khandyga,62.6667,135.6,5.28,89,100,3.32,RU,1713915378
388,mandera,3.9366,41.867,27.29,76,100,6.28,KE,1713915379
389,lluta,-16.0147,-72.0142,12.34,65,64,1.59,PE,1713915379
390,tamanrasset,22.785,5.5228,21.95,13,13,2.06,DZ,1713915380
391,markala,13.7021,-6.0659,34.08,12,22,1.8,ML,1713915380
392,baoshan,46.5586,131.4244,11.39,53,100,6.75,CN,1713915381
393,camana,-16.6228,-72.7111,20.89,87,80,3.15,PE,1713915383
394,vorgashor,67.5833,63.95,-21.78,100,71,1.94,RU,1713915383
395,rifle,39.5347,-107.7831,26.33,10,0,8.75,US,1713915383
396,emerald,-23.5333,148.1667,22.41,62,0,3.64,AU,1713915386
397,timimoun,29.2639,0.231,23.21,14,0,2.06,DZ,1713915387
398,tolanaro,-25.0319,46.9987,24.04,78,40,6.17,MG,1713915387
399,ola,59.5833,151.2833,-3.25,90,97,1.9,RU,1713915387
400,cangzhou,38.3167,116.8667,15.0,48,0,3.72,CN,1713915388
401,cartagena,10.3997,-75.5144,27.79,83,20,3.6,CO,1713914924
402,oum hadjer,13.2954,19.6966,34.26,12,27,2.86,TD,1713915395
403,gazojak,41.1875,61.4036,21.97,35,70,4.64,TM,1713915398
404,brak,27.5496,14.2714,21.47,34,37,8.18,LY,1713915399
405,san nicolas de los arroyos,-33.3358,-60.2252,16.7,79,0,2.57,AR,1713915401
406,nova sintra,14.8667,-24.7167,22.64,76,6,5.52,CV,1713915401
407,harstad,68.799,16.5293,0.09,93,100,0.89,NO,1713915402
408,ingeniero jacobacci,-41.3427,-69.5448,6.82,52,3,3.48,AR,1713915403
409,esteli,13.0919,-86.3538,30.86,43,89,6.71,NI,1713915403
410,iskateley,67.6803,53.1512,-13.32,84,14,3.58,RU,1713915405
411,kuta,-8.7233,115.1723,26.97,100,75,3.6,ID,1713915406
412,tura,25.5198,90.2201,24.33,67,22,2.79,IN,1713915411
413,guantanamo,20.1444,-75.2092,28.76,66,64,2.45,CU,1713915422
414,lezajsk,50.2626,22.4193,7.59,81,100,4.76,PL,1713915424
415,igarka,67.4667,86.5833,-14.99,96,44,4.02,RU,1713915426
416,geneina,13.45,22.45,28.47,13,8,4.35,SD,1713915427
417,vrede,-27.4257,29.1659,12.98,49,3,1.3,ZA,1713915432
418,mariental,-24.6333,17.9667,23.93,23,1,3.35,NA,1713915436
419,majagual,8.5389,-74.6204,25.57,91,93,1.2,CO,1713915436
420,arraial do cabo,-22.9661,-42.0278,24.72,86,0,6.08,BR,1713915440
421,acapulco de juarez,16.8634,-99.8901,28.9,74,40,3.09,MX,1713915166
422,puerto deseado,-47.7503,-65.8938,9.45,54,62,2.67,AR,1713915440
423,karelichy,53.5653,26.1378,0.54,92,64,2.73,BY,1713915441
424,tuburan,6.6439,122.2736,28.05,77,93,2.09,PH,1713915441
425,bakanas,44.8081,76.2772,13.84,25,72,3.46,KZ,1713915442
426,pisco,-13.7,-76.2167,22.03,78,0,9.77,PE,1713915173
427,riohacha,11.5444,-72.9072,28.06,94,0,5.14,CO,1713915443
428,fort mcmurray,56.7268,-111.381,16.77,20,0,1.54,CA,1713915444
429,gunbarrel,40.0634,-105.1711,17.37,44,40,2.57,US,1713915444
430,al qubbah,32.7616,22.2424,12.39,93,100,9.6,LY,1713915444
431,sabang,5.8933,95.3214,28.78,76,73,0.28,ID,1713915448
432,macusani,-14.0833,-70.4333,2.05,95,31,2.09,PE,1713915448
433,kamaishi,39.2667,141.8833,8.86,89,100,2.31,JP,1713915448
434,malazgirt,39.1427,42.5401,9.93,46,3,1.63,TR,1713915449
435,sibsagar,26.9833,94.6333,21.57,73,72,5.45,IN,1713915449
436,ra's bayrut,33.9,35.4833,28.39,57,99,2.36,LB,1713915452
437,afaahiti,-17.75,-149.2833,29.93,78,10,4.51,PF,1713915452
438,leiston,52.2061,1.5776,5.66,89,93,5.7,GB,1713915473
439,perry,37.2506,-83.1999,22.4,52,62,4.76,US,1713915474
440,mount pearl,47.5166,-52.7813,4.42,65,75,5.14,CA,1713915252
441,sumbe,-11.2061,13.8437,26.85,91,100,1.73,AO,1713915476
442,higuera de zaragoza,25.95,-109.2833,27.96,25,24,4.86,MX,1713915476
443,oconomowoc,43.1117,-88.4993,17.76,45,75,5.66,US,1713915287
444,trinidad,-14.8333,-64.9,29.99,79,75,0.0,BO,1713915481
445,lisala,2.15,21.5167,22.68,99,96,3.15,CD,1713915481
446,namibe,-15.1961,12.1522,24.48,81,96,1.86,AO,1713915482
447,machico,32.7,-16.7667,18.35,52,20,3.6,PT,1713915482
448,ust-tsilma,65.441,52.1498,-4.66,83,93,4.02,RU,1713915482
449,manicore,-5.8092,-61.3003,24.9,97,93,0.4,BR,1713915485
450,arfoud,31.4348,-4.2375,22.62,21,99,2.33,MA,1713915486
451,manismata,-2.4667,111.0333,24.08,97,100,0.86,ID,1713915487
452,villamontes,-21.25,-63.5,25.92,63,100,1.96,BO,1713915488
453,jayapura,-2.5333,140.7,28.66,82,51,1.23,ID,1713915488
454,harper,4.375,-7.7169,28.2,82,84,3.34,LR,1713915489
455,khawr fakkan,25.3313,56.342,27.03,70,0,3.59,AE,1713915490
456,burang,30.25,81.1667,-4.83,81,30,1.19,CN,1713915490
457,carutapera,-1.195,-46.02,25.12,94,61,2.59,BR,1713915492
458,north battleford,52.7834,-108.2847,19.11,16,20,4.12,CA,1713915495
459,nishinoomote,30.7333,131.0,21.31,100,75,6.17,JP,1713915496
460,mata-utu,-13.2816,-176.1745,29.44,74,37,2.52,WF,1713915496
461,nova vicosa,-17.8919,-39.3719,24.74,86,11,1.88,BR,1713915496
462,kone,-21.0595,164.8658,27.98,74,30,2.35,NC,1713915448
463,champerico,14.3,-91.9167,32.3,68,83,2.84,GT,1713915505
464,diu,20.7141,70.9822,24.75,69,2,5.03,IN,1713915505
465,lerwick,60.1545,-1.1494,5.0,68,33,7.72,GB,1713915507
466,rutland,43.6167,-73.0162,16.99,25,0,5.14,US,1713915272
467,cova figueira,14.8905,-24.2934,16.94,78,52,3.92,CV,1713915508
468,broome,42.2506,-75.833,18.21,25,0,4.12,US,1713915508
469,bac lieu,9.285,105.7244,29.48,64,100,3.34,VN,1713915508
470,eureka,40.8021,-124.1637,18.19,79,98,2.68,US,1713915509
471,palmas,-10.2128,-48.3603,27.93,83,20,1.54,BR,1713915406
472,mogadishu,2.0371,45.3438,28.74,78,44,4.36,SO,1713915509
473,san antonio de pale,-1.4014,5.6325,28.68,77,98,5.28,GQ,1713915510
474,kolobrzeg,54.1757,15.5834,2.2,74,96,4.42,PL,1713915510
475,mount isa,-20.7333,139.5,23.87,64,0,3.6,AU,1713915510
476,eenhana,-17.4667,16.3333,18.81,26,55,3.33,NA,1713915515
477,carnarvon,-24.8667,113.6333,25.29,39,24,8.45,AU,1713915519
478,nelson bay,-32.7167,152.15,22.28,75,100,1.79,AU,1713915519
479,praia,14.9215,-23.5087,23.3,73,40,4.12,CV,1713915260
480,wenchang,30.904,118.4887,19.36,65,67,1.96,CN,1713915520
481,yemetsk,63.4721,41.7941,1.4,97,100,3.28,RU,1713915521
482,drayton valley,53.2168,-114.9854,14.79,34,54,3.87,CA,1713915523
483,paragominas,-2.9667,-47.4833,23.68,98,69,1.21,BR,1713915299
484,hadibu,12.65,54.0333,27.7,75,6,0.57,YE,1713915524
485,san patricio,28.017,-97.5169,25.97,77,100,5.72,US,1713915524
486,alo,7.4178,6.7371,27.91,75,68,2.01,NG,1713915525
487,lospalos,-8.5186,127.0025,24.93,81,67,2.67,TL,1713915600
488,yima,34.7381,111.8839,16.17,33,5,0.52,CN,1713915601
489,moldava nad bodvou,48.6143,20.9996,8.08,85,40,6.69,SK,1713915601
490,sarangani,5.4033,125.4636,28.45,81,94,10.1,PH,1713915603
491,altamont,42.2068,-121.7372,20.91,47,75,7.15,US,1713915605
492,sao joao da barra,-21.6403,-41.0511,25.05,87,0,4.07,BR,1713915605
493,tsiombe,-25.3,45.4833,21.58,82,23,3.68,MG,1713915609
494,bizanos,43.2833,-0.35,7.19,85,0,2.06,FR,1713915609
495,galveston,29.3669,-94.9669,24.06,77,100,7.2,US,1713915323
496,magadan,59.5667,150.8,-3.59,92,91,1.82,RU,1713915610
497,vilyuysk,63.7553,121.6247,0.56,100,100,1.79,RU,1713915612
498,norak,38.3892,69.3227,15.84,70,16,3.64,TJ,1713915614
499,el porvenir,13.7617,-87.3458,30.91,36,100,2.18,HN,1713915616
500,gurupa,-1.405,-51.64,24.44,99,96,1.19,BR,1713915616
501,bat khela,34.6167,71.9714,18.16,56,90,2.92,PK,1713915617
502,huarmey,-10.0681,-78.1522,21.41,88,92,3.59,PE,1713915620
503,paraiso,9.8383,-83.8656,24.48,100,33,2.53,CR,1713915623
504,la sarre,48.8002,-79.1996,-5.63,88,100,6.94,CA,1713915623
505,at taraf,25.3628,49.725,23.3,18,0,4.0,SA,1713915624
506,homer,59.6425,-151.5483,9.87,59,75,2.57,US,1713915626
507,humberto de campos,-2.5983,-43.4611,24.64,95,35,1.43,BR,1713915626
508,umea,63.8284,20.2597,-2.04,93,100,1.03,SE,1713915626
509,canutama,-6.5339,-64.3831,28.12,75,99,0.99,BR,1713915627
510,key west,24.5557,-81.7826,26.0,71,0,7.72,US,1713915592
511,gulf shores,30.246,-87.7008,22.25,68,20,2.06,US,1713915563
512,peniche,39.3558,-9.3811,14.5,88,25,7.34,PT,1713915632
513,prince rupert,54.3161,-130.3201,8.05,74,40,10.8,CA,1713915633
514,christchurch,-43.5333,172.6333,22.45,49,63,1.54,NZ,1713915580
515,hithadhoo,-0.6,73.0833,28.77,75,90,4.02,MV,1713915634
516,tazacorte,28.629,-17.9293,19.54,81,40,4.63,ES,1713915634
517,taoudenni,22.6783,-3.9836,31.01,13,0,3.61,ML,1713915634
518,tianpeng,30.9866,103.9393,15.26,70,100,1.81,CN,1713915635
519,howard springs,-12.497,131.047,28.82,94,10,3.32,AU,1713915638
520,vredendal,-31.6683,18.5012,14.76,95,88,1.74,ZA,1713915640
521,baker city,44.7749,-117.8344,22.84,25,0,4.12,US,1713915643
522,monroeville,40.4212,-79.7881,19.14,26,0,2.57,US,1713915625
523,undurkhaan,47.3194,110.6556,4.98,71,88,2.81,MN,1713915648
524,atar,20.5169,-13.0499,28.24,13,2,1.33,MR,1713915648
525,jieshou,33.2634,115.3611,17.78,50,99,2.95,CN,1713915588
526,cullowhee,35.3137,-83.1765,19.83,29,0,5.14,US,1713915652
527,gizo,-8.103,156.8419,29.37,75,96,3.34,SB,1713915654
528,as sulayyil,20.4607,45.5779,27.14,26,0,3.69,SA,1713915655
529,isetskoye,56.4858,65.3226,-0.19,62,100,5.14,RU,1713915659
530,marinette,45.1,-87.6307,9.03,67,82,9.18,US,1713915659
531,taro,-8.3862,115.28,23.0,100,100,0.44,ID,1713915664
532,arno,60.1167,18.6333,2.66,84,99,2.8,SE,1713915669
533,tarko-sale,64.9225,77.785,-16.24,96,34,4.9,RU,1713915671
534,mcrae,32.068,-82.9007,21.11,53,0,1.82,US,1713915671
535,holualoa,19.6228,-155.9522,25.86,79,100,5.14,US,1713915674
536,shemonaikha,50.6328,81.9056,1.75,56,46,2.02,KZ,1713915589
537,ouani,-12.1322,44.4258,27.4,80,88,1.96,KM,1713915682
538,yaring,6.8662,101.3689,28.49,89,100,1.07,TH,1713915687
539,glendive,47.1053,-104.7125,17.88,18,0,1.54,US,1713915687
540,buala,-8.145,159.5921,30.67,68,36,2.84,SB,1713915688
541,phan rang-thap cham,11.5667,108.9833,28.6,66,88,1.47,VN,1713915690
542,plastun,44.7561,136.2939,6.33,72,100,1.79,RU,1713915691
543,nogliki,51.8333,143.1667,5.75,79,100,4.02,RU,1713915693
544,logten,56.2746,10.3118,4.73,92,100,1.54,DK,1713915693
545,miyazu,35.5333,135.1833,16.06,81,100,8.63,JP,1713915694
546,zacapoaxtla,19.8833,-97.5833,19.55,76,36,2.59,MX,1713915694
547,dalbandin,28.8947,64.4101,22.42,39,37,2.73,PK,1713915694
548,sechura,-5.5569,-80.8222,24.41,72,89,7.3,PE,1713915406
549,khosta,43.5147,39.8689,17.25,72,90,4.02,RU,1713915406
550,arvayheer,46.2639,102.775,-0.08,62,30,6.49,MN,1713915699
551,westport,41.1415,-73.3579,11.92,56,0,5.14,US,1713915654
552,morrope,-6.5417,-80.0111,22.06,83,97,6.93,PE,1713915702
553,el granada,37.5027,-122.4694,18.98,69,100,7.2,US,1713915702
554,flying fish cove,-10.4217,105.6791,26.82,89,100,3.6,CX,1713915705
555,palmer,42.1584,-72.3287,13.78,26,75,7.72,US,1713915706
556,valle de bravo,19.1833,-100.1333,27.1,21,16,3.57,MX,1713915707
557,san antonio,29.4241,-98.4936,24.25,77,100,4.63,US,1713915192
